acn,cid,sfd,aod,drcr,channel,amount,occupation,narration,transaction_date,gst_import
3173741053,73662,Business,2025-08-13,1,Branch,137400,Business,Cheque Deposit,2026-10-22,0
3173741053,73662,Business,2025-08-13,1,NEFT,70552,Business,Tax Refund,2026-10-28,0
3173741053,73662,Business,2025-08-13,0,UPI,1420,Business,UPI Payment,2026-11-18,1
3173741053,73662,Business,2025-08-13,1,Branch,142291,Business,Cash Deposit,2026-11-22,0
3173741053,73662,Business,2025-08-13,0,Branch,2118,Business,Mobile Recharge,2026-11-24,1
3173741053,73662,Business,2025-08-13,0,Branch,41037,Business,Travel Booking,2026-12-25,1
3173741053,73662,Business,2025-08-13,0,Branch,47971,Business,Rent Payment,2026-12-26,0
3173741053,73662,Business,2025-08-13,0,ATM,14644,Business,ATM Withdrawal,2026-12-31,0
3176748139,26110,Investment,2025-11-04,0,ATM,8142,Self-Employed,ATM Withdrawal,2026-04-19,0
3176748139,26110,Investment,2025-11-04,0,IMPS,3258,Self-Employed,Fuel,2026-06-01,1
3176748139,26110,Investment,2025-11-04,0,UPI,878,Self-Employed,UPI Payment,2026-07-18,0
3176748139,26110,Investment,2025-11-04,0,NEFT,24134,Self-Employed,Travel Booking,2026-08-13,0
3176748139,26110,Investment,2025-11-04,1,Branch,225311,Self-Employed,Cash Deposit,2026-08-23,0
3176748139,26110,Investment,2025-11-04,0,Internet Banking,2749,Self-Employed,Water Bill,2026-08-26,0
3176748139,26110,Investment,2025-11-04,1,NEFT,3374,Self-Employed,Dividend,2026-08-31,1
3176748139,26110,Investment,2025-11-04,0,ATM,20588,Self-Employed,Medical,2026-09-04,0
3176748139,26110,Investment,2025-11-04,0,UPI,3561,Self-Employed,UPI Payment,2026-09-20,0
3176748139,26110,Investment,2025-11-04,1,RTGS,437080,Self-Employed,Premature,2026-09-21,0
3176748139,26110,Investment,2025-11-04,0,ATM,8342,Self-Employed,ATM Withdrawal,2026-09-25,0
3176748139,26110,Investment,2025-11-04,0,Internet Banking,5104,Self-Employed,Electricity Bill,2026-10-12,1
3176748139,26110,Investment,2025-11-04,0,UPI,1058,Self-Employed,UPI Payment,2026-10-13,1
3176748139,26110,Investment,2025-11-04,0,UPI,591,Self-Employed,Restaurant,2026-10-24,1
3176748139,26110,Investment,2025-11-04,0,Internet Banking,15617,Self-Employed,Insurance Premium,2026-11-02,1
3176748139,26110,Investment,2025-11-04,0,UPI,18915,Self-Employed,Hotel Booking,2026-11-26,1
3176748139,26110,Investment,2025-11-04,1,NEFT,284922,Self-Employed,Premature,2026-11-27,0
3176748139,26110,Investment,2025-11-04,0,Internet Banking,4211,Self-Employed,Broadband Bill,2026-11-29,0
3176748139,26110,Investment,2025-11-04,1,NEFT,96542,Self-Employed,Salary Credit,2026-12-19,1
3205029746,50701,Business,2025-12-18,1,Internet Banking,181948,Retired,Business Credit,2026-04-15,0
3205029746,50701,Business,2025-12-18,0,RTGS,2352,Retired,Mobile Recharge,2026-04-17,0
3205029746,50701,Business,2025-12-18,1,NEFT,1990,Retired,Interest Credit,2026-05-22,1
3205029746,50701,Business,2025-12-18,1,Branch,86917,Retired,Cheque Deposit,2026-05-24,0
3205029746,50701,Business,2025-12-18,0,RTGS,5130,Retired,Fuel,2026-07-01,1
3205029746,50701,Business,2025-12-18,1,RTGS,5250,Retired,Dividend,2026-09-30,0
3205029746,50701,Business,2025-12-18,0,Internet Banking,30779,Retired,Mutual Fund SIP,2026-10-14,0
3216696729,21718,Business,2025-07-10,0,ATM,5525,Self-Employed,ATM Withdrawal,2026-04-04,0
3216696729,21718,Business,2025-07-10,0,ATM,24363,Self-Employed,Medical,2026-04-22,0
3216696729,21718,Business,2025-07-10,0,NEFT,27793,Self-Employed,Medical,2026-04-28,0
3216696729,21718,Business,2025-07-10,1,Branch,123164,Self-Employed,Cash Deposit,2026-05-09,0
3216696729,21718,Business,2025-07-10,0,IMPS,27952,Self-Employed,Online Shopping,2026-06-02,1
3216696729,21718,Business,2025-07-10,0,UPI,696,Self-Employed,UPI Payment,2026-06-15,1
3216696729,21718,Business,2025-07-10,1,RTGS,47860,Self-Employed,Salary Credit,2026-07-06,0
3216696729,21718,Business,2025-07-10,1,Branch,213693,Self-Employed,Cheque Deposit,2026-07-15,1
3216696729,21718,Business,2025-07-10,1,RTGS,86962,Self-Employed,Tax Refund,2026-08-08,1
3216696729,21718,Business,2025-07-10,1,NEFT,18293,Self-Employed,Dividend,2026-08-19,0
3216696729,21718,Business,2025-07-10,0,Internet Banking,1868,Self-Employed,Water Bill,2026-09-02,1
3216696729,21718,Business,2025-07-10,0,ATM,58667,Self-Employed,Rent Payment,2026-09-15,1
3216696729,21718,Business,2025-07-10,0,ATM,7247,Self-Employed,ATM Withdrawal,2026-09-19,1
3216696729,21718,Business,2025-07-10,0,UPI,14815,Self-Employed,Travel Booking,2026-10-09,0
3216696729,21718,Business,2025-07-10,0,Internet Banking,4272,Self-Employed,Water Bill,2026-10-14,1
3216696729,21718,Business,2025-07-10,0,ATM,4047,Self-Employed,ATM Withdrawal,2026-10-15,0
3216696729,21718,Business,2025-07-10,0,Branch,4000,Self-Employed,Hotel Booking,2026-11-05,0
3216696729,21718,Business,2025-07-10,0,Internet Banking,9196,Self-Employed,Electricity Bill,2026-11-13,1
3216696729,21718,Business,2025-07-10,0,RTGS,14925,Self-Employed,POS Purchase,2026-12-02,1
3216696729,21718,Business,2025-07-10,0,Internet Banking,3090,Self-Employed,Broadband Bill,2026-12-04,1
3221231218,60827,Loan,2025-12-03,1,Internet Banking,18834,Student,GST Refund,2026-05-01,1
3221231218,60827,Loan,2025-12-03,0,ATM,14188,Student,ATM Withdrawal,2026-05-04,1
3221231218,60827,Loan,2025-12-03,0,Internet Banking,46673,Student,Loan EMI,2026-06-23,1
3221231218,60827,Loan,2025-12-03,0,Internet Banking,33594,Student,Loan EMI,2026-08-08,0
3221231218,60827,Loan,2025-12-03,0,Branch,29521,Student,Rent Payment,2026-08-26,1
3221231218,60827,Loan,2025-12-03,1,Branch,218800,Student,Cheque Deposit,2026-09-21,0
3221231218,60827,Loan,2025-12-03,0,Internet Banking,3175,Student,Broadband Bill,2026-09-23,1
3221231218,60827,Loan,2025-12-03,1,NEFT,25024,Student,Dividend,2026-10-10,0
3221231218,60827,Loan,2025-12-03,1,Branch,3378,Student,Cash Deposit,2026-10-21,1
3221231218,60827,Loan,2025-12-03,0,Branch,4942,Student,Fuel,2026-12-05,1
3239106741,58448,Investment,2025-12-13,0,Internet Banking,59828,Business,Loan EMI,2026-04-25,0
3239106741,58448,Investment,2025-12-13,1,RTGS,9567,Business,GST Refund,2026-05-13,1
3239106741,58448,Investment,2025-12-13,0,Internet Banking,29296,Business,Shopping Mall,2026-05-25,1
3239106741,58448,Investment,2025-12-13,0,Internet Banking,872,Business,Water Bill,2026-06-06,1
3239106741,58448,Investment,2025-12-13,1,RTGS,14777,Business,Dividend,2026-06-12,1
3239106741,58448,Investment,2025-12-13,0,IMPS,230,Business,Mobile Recharge,2026-06-20,1
3239106741,58448,Investment,2025-12-13,0,Branch,13291,Business,POS Purchase,2026-06-22,1
3239106741,58448,Investment,2025-12-13,0,Internet Banking,54739,Business,Mutual Fund SIP,2026-08-07,1
3239106741,58448,Investment,2025-12-13,0,RTGS,33906,Business,Rent Payment,2026-08-12,1
3239106741,58448,Investment,2025-12-13,1,NEFT,57790,Business,Tax Refund,2026-09-04,1
3239106741,58448,Investment,2025-12-13,1,RTGS,1391,Business,Dividend,2026-09-26,0
3239106741,58448,Investment,2025-12-13,1,Branch,235700,Business,Cheque Deposit,2026-11-03,1
3239106741,58448,Investment,2025-12-13,0,Internet Banking,9730,Business,Electricity Bill,2026-11-09,0
3239106741,58448,Investment,2025-12-13,0,Internet Banking,4157,Business,Broadband Bill,2026-11-11,0
3239106741,58448,Investment,2025-12-13,0,RTGS,12955,Business,Online Shopping,2026-12-02,1
3239106741,58448,Investment,2025-12-13,0,Branch,1343,Business,Mobile Recharge,2026-12-14,0
3242316103,55413,Salary,2026-02-06,0,IMPS,645,Salaried,Mobile Recharge,2026-04-08,0
3242316103,55413,Salary,2026-02-06,1,UPI,175926,Salaried,Business Credit,2026-04-15,0
3242316103,55413,Salary,2026-02-06,0,RTGS,8031,Salaried,Medical,2026-04-25,0
3242316103,55413,Salary,2026-02-06,1,RTGS,1262,Salaried,Interest Credit,2026-05-16,0
3242316103,55413,Salary,2026-02-06,0,Internet Banking,3434,Salaried,Broadband Bill,2026-06-05,0
3242316103,55413,Salary,2026-02-06,0,RTGS,17434,Salaried,Online Shopping,2026-07-18,0
3242316103,55413,Salary,2026-02-06,0,Internet Banking,4672,Salaried,Water Bill,2026-08-15,1
3242316103,55413,Salary,2026-02-06,0,Internet Banking,16002,Salaried,Insurance Premium,2026-08-31,1
3242316103,55413,Salary,2026-02-06,0,Internet Banking,54809,Salaried,Loan EMI,2026-09-05,1
3242316103,55413,Salary,2026-02-06,1,IMPS,480541,Salaried,Premature,2026-09-09,1
3242316103,55413,Salary,2026-02-06,0,Internet Banking,4990,Salaried,Mutual Fund SIP,2026-09-11,1
3242316103,55413,Salary,2026-02-06,1,Branch,128822,Salaried,Cash Deposit,2026-09-17,0
3242316103,55413,Salary,2026-02-06,0,ATM,13182,Salaried,Travel Booking,2026-09-25,0
3242316103,55413,Salary,2026-02-06,0,UPI,119,Salaried,UPI Payment,2026-10-01,1
3242316103,55413,Salary,2026-02-06,0,RTGS,13488,Salaried,Medical,2026-10-29,0
3242316103,55413,Salary,2026-02-06,1,NEFT,28799,Salaried,Salary Credit,2026-11-14,1
3242316103,55413,Salary,2026-02-06,0,Branch,3811,Salaried,Fuel,2026-11-22,1
3242316103,55413,Salary,2026-02-06,0,Internet Banking,76511,Salaried,Mutual Fund SIP,2026-11-26,1
3242316103,55413,Salary,2026-02-06,1,RTGS,1504,Salaried,Dividend,2026-12-14,1
3249711767,38104,Salary,2025-08-05,0,UPI,2965,Student,UPI Payment,2026-05-09,0
3249711767,38104,Salary,2025-08-05,0,IMPS,114545,Student,Hotel Booking,2026-05-25,0
3249711767,38104,Salary,2025-08-05,0,UPI,24574,Student,Rent Payment,2026-05-25,0
3249711767,38104,Salary,2025-08-05,0,Internet Banking,19697,Student,Loan EMI,2026-09-18,0
3249711767,38104,Salary,2025-08-05,0,ATM,25375,Student,Medical,2026-10-14,0
3249711767,38104,Salary,2025-08-05,0,Internet Banking,8360,Student,Medical,2026-10-26,0
3249711767,38104,Salary,2025-08-05,0,UPI,1936,Student,Mobile Recharge,2026-11-08,1
3249711767,38104,Salary,2025-08-05,0,Internet Banking,2987,Student,Fuel,2026-12-02,0
3249711767,38104,Salary,2025-08-05,0,ATM,17898,Student,ATM Withdrawal,2026-12-31,0
3268567584,87734,Loan,2025-10-04,0,Branch,10131,Business,POS Purchase,2026-04-26,0
3268567584,87734,Loan,2025-10-04,1,NEFT,9407,Business,Dividend,2026-04-29,1
3268567584,87734,Loan,2025-10-04,0,IMPS,395,Business,Mobile Recharge,2026-06-11,0
3268567584,87734,Loan,2025-10-04,0,Internet Banking,5528,Business,Electricity Bill,2026-07-26,1
3268567584,87734,Loan,2025-10-04,1,Branch,325789,Business,Premature,2026-08-02,1
3268567584,87734,Loan,2025-10-04,1,Internet Banking,150512,Business,Business Credit,2026-08-11,0
3268567584,87734,Loan,2025-10-04,0,RTGS,23934,Business,Shopping Mall,2026-08-13,1
3275028408,75727,Salary,2026-01-03,0,Internet Banking,2120,Self-Employed,Broadband Bill,2026-04-25,0
3275028408,75727,Salary,2026-01-03,0,Internet Banking,1944,Self-Employed,Broadband Bill,2026-04-26,1
3275028408,75727,Salary,2026-01-03,0,RTGS,26869,Self-Employed,Shopping Mall,2026-05-15,0
3275028408,75727,Salary,2026-01-03,1,NEFT,442324,Self-Employed,Business Credit,2026-06-30,1
3275028408,75727,Salary,2026-01-03,0,Internet Banking,18411,Self-Employed,Hotel Booking,2026-09-18,0
3275028408,75727,Salary,2026-01-03,0,Internet Banking,2290,Self-Employed,Electricity Bill,2026-10-03,1
3275028408,75727,Salary,2026-01-03,0,Internet Banking,55828,Self-Employed,Loan EMI,2026-11-25,1
3275028408,75727,Salary,2026-01-03,0,ATM,2434,Self-Employed,Shopping Mall,2026-12-27,0
3278889985,38425,Loan,2026-03-08,0,Internet Banking,2056,Salaried,Electricity Bill,2026-04-18,1
3278889985,38425,Loan,2026-03-08,0,Internet Banking,64896,Salaried,Mutual Fund SIP,2026-04-29,0
3278889985,38425,Loan,2026-03-08,1,Branch,274132,Salaried,Cash Deposit,2026-06-12,1
3278889985,38425,Loan,2026-03-08,0,Internet Banking,41799,Salaried,Insurance Premium,2026-07-26,1
3278889985,38425,Loan,2026-03-08,0,IMPS,45303,Salaried,Online Shopping,2026-07-31,1
3278889985,38425,Loan,2026-03-08,1,RTGS,17054,Salaried,GST Refund,2026-09-05,1
3278889985,38425,Loan,2026-03-08,0,NEFT,2284,Salaried,Fuel,2026-09-15,0
3278889985,38425,Loan,2026-03-08,0,ATM,1699,Salaried,Mobile Recharge,2026-10-13,0
3278889985,38425,Loan,2026-03-08,0,Internet Banking,2442,Salaried,Water Bill,2026-11-22,0
3278889985,38425,Loan,2026-03-08,0,UPI,2568,Salaried,UPI Payment,2026-12-04,0
3278889985,38425,Loan,2026-03-08,1,NEFT,15882,Salaried,Dividend,2026-12-09,0
3286722868,82946,Cash,2026-04-19,0,Internet Banking,1424,Retired,Broadband Bill,2026-05-25,0
3286722868,82946,Cash,2026-04-19,0,ATM,1499,Retired,Mobile Recharge,2026-06-06,0
3286722868,82946,Cash,2026-04-19,1,Internet Banking,16693,Retired,GST Refund,2026-06-23,1
3286722868,82946,Cash,2026-04-19,0,UPI,56244,Retired,Hotel Booking,2026-07-06,1
3286722868,82946,Cash,2026-04-19,0,Branch,29220,Retired,Rent Payment,2026-07-12,1
3286722868,82946,Cash,2026-04-19,1,Branch,153274,Retired,Cheque Deposit,2026-08-23,1
3286722868,82946,Cash,2026-04-19,0,Branch,10317,Retired,Shopping Mall,2026-09-01,1
3286722868,82946,Cash,2026-04-19,0,UPI,15007,Retired,Travel Booking,2026-10-30,1
3286722868,82946,Cash,2026-04-19,0,Internet Banking,93447,Retired,Mutual Fund SIP,2026-11-03,1
3286722868,82946,Cash,2026-04-19,1,RTGS,86833,Retired,Tax Refund,2026-11-04,1
3294833235,95388,Cash,2026-03-18,0,NEFT,16009,Student,Medical,2026-07-20,1
3294833235,95388,Cash,2026-03-18,0,Internet Banking,27941,Student,Loan EMI,2026-08-25,1
3294833235,95388,Cash,2026-03-18,1,NEFT,1318,Student,Interest Credit,2026-09-05,0
3294833235,95388,Cash,2026-03-18,1,Internet Banking,29767,Student,Dividend,2026-09-15,0
3294833235,95388,Cash,2026-03-18,0,Internet Banking,637,Student,Electricity Bill,2026-10-28,1
3301886828,29079,Cash,2025-08-02,0,Internet Banking,16342,Business,Insurance Premium,2026-04-07,0
3301886828,29079,Cash,2025-08-02,0,ATM,55904,Business,Travel Booking,2026-04-14,0
3301886828,29079,Cash,2025-08-02,1,NEFT,18761,Business,GST Refund,2026-05-10,1
3301886828,29079,Cash,2025-08-02,0,Internet Banking,1955,Business,Water Bill,2026-05-23,0
3301886828,29079,Cash,2025-08-02,0,ATM,17872,Business,ATM Withdrawal,2026-05-25,0
3301886828,29079,Cash,2025-08-02,1,NEFT,213114,Business,Business Credit,2026-06-06,0
3301886828,29079,Cash,2025-08-02,1,NEFT,1957,Business,Dividend,2026-07-03,0
3301886828,29079,Cash,2025-08-02,0,Branch,67175,Business,Hotel Booking,2026-09-22,0
3301886828,29079,Cash,2025-08-02,0,Internet Banking,7306,Business,Electricity Bill,2026-10-20,0
3301886828,29079,Cash,2025-08-02,0,RTGS,5191,Business,Fuel,2026-11-07,0
3301886828,29079,Cash,2025-08-02,0,UPI,27492,Business,Rent Payment,2026-12-21,0
3301886828,29079,Cash,2025-08-02,1,Branch,205935,Business,Cash Deposit,2026-12-30,0
3307869018,41511,Cash,2026-03-15,0,Internet Banking,1489,Salaried,Broadband Bill,2026-04-03,1
3307869018,41511,Cash,2026-03-15,0,Internet Banking,3837,Salaried,Water Bill,2026-07-03,1
3307869018,41511,Cash,2026-03-15,0,ATM,19383,Salaried,ATM Withdrawal,2026-07-06,0
3307869018,41511,Cash,2026-03-15,1,RTGS,45680,Salaried,Tax Refund,2026-07-17,0
3307869018,41511,Cash,2026-03-15,0,Internet Banking,2582,Salaried,Insurance Premium,2026-08-02,1
3307869018,41511,Cash,2026-03-15,0,ATM,3323,Salaried,Restaurant,2026-08-04,1
3307869018,41511,Cash,2026-03-15,0,Internet Banking,14152,Salaried,Insurance Premium,2026-10-17,0
3316378291,66736,Business,2026-03-16,0,RTGS,2433,Self-Employed,POS Purchase,2026-06-16,1
3316378291,66736,Business,2026-03-16,0,UPI,3437,Self-Employed,UPI Payment,2026-06-19,0
3316378291,66736,Business,2026-03-16,1,Branch,208343,Self-Employed,Cash Deposit,2026-08-06,1
3316378291,66736,Business,2026-03-16,0,IMPS,2100,Self-Employed,Mobile Recharge,2026-09-17,1
3316378291,66736,Business,2026-03-16,0,ATM,69382,Self-Employed,Travel Booking,2026-10-02,0
3316378291,66736,Business,2026-03-16,0,UPI,810,Self-Employed,UPI Payment,2026-11-03,1
3319273842,97230,Salary,2026-04-21,0,RTGS,1734,Self-Employed,Mobile Recharge,2026-04-29,1
3319273842,97230,Salary,2026-04-21,0,IMPS,23388,Self-Employed,Medical,2026-05-15,0
3319273842,97230,Salary,2026-04-21,1,Branch,48381,Self-Employed,Cash Deposit,2026-05-30,0
3319273842,97230,Salary,2026-04-21,0,ATM,26057,Self-Employed,Rent Payment,2026-06-04,1
3319273842,97230,Salary,2026-04-21,1,Branch,92003,Self-Employed,Cash Deposit,2026-07-14,1
3319273842,97230,Salary,2026-04-21,0,Internet Banking,2071,Self-Employed,Broadband Bill,2026-07-19,0
3319273842,97230,Salary,2026-04-21,0,UPI,27144,Self-Employed,Shopping Mall,2026-07-23,1
3319273842,97230,Salary,2026-04-21,1,Internet Banking,76112,Self-Employed,Tax Refund,2026-08-08,1
3319273842,97230,Salary,2026-04-21,0,Branch,1677,Self-Employed,Medical,2026-08-13,1
3319273842,97230,Salary,2026-04-21,1,RTGS,19864,Self-Employed,GST Refund,2026-08-17,1
3319273842,97230,Salary,2026-04-21,0,NEFT,760,Self-Employed,Restaurant,2026-09-21,1
3319273842,97230,Salary,2026-04-21,0,Branch,109328,Self-Employed,Hotel Booking,2026-09-21,0
3319273842,97230,Salary,2026-04-21,0,ATM,10446,Self-Employed,ATM Withdrawal,2026-11-08,1
3319273842,97230,Salary,2026-04-21,0,UPI,2913,Self-Employed,UPI Payment,2026-11-23,1
3319273842,97230,Salary,2026-04-21,0,NEFT,78063,Self-Employed,Travel Booking,2026-12-01,0
3319273842,97230,Salary,2026-04-21,1,RTGS,468,Self-Employed,Interest Credit,2026-12-22,1
3320926639,17108,Business,2026-04-27,0,IMPS,9861,Farmer,POS Purchase,2026-05-11,1
3320926639,17108,Business,2026-04-27,1,NEFT,291851,Farmer,Business Credit,2026-07-01,1
3320926639,17108,Business,2026-04-27,0,ATM,24096,Farmer,Shopping Mall,2026-11-02,0
3320926639,17108,Business,2026-04-27,0,NEFT,2807,Farmer,Restaurant,2026-11-07,0
3320926639,17108,Business,2026-04-27,0,UPI,489,Farmer,UPI Payment,2026-11-07,1
3320926639,17108,Business,2026-04-27,1,Branch,259265,Farmer,Cheque Deposit,2026-12-25,0
3321337730,76616,Business,2026-03-22,0,ATM,9779,Business,ATM Withdrawal,2026-04-09,1
3321337730,76616,Business,2026-03-22,0,Branch,3064,Business,Restaurant,2026-06-11,0
3321337730,76616,Business,2026-03-22,1,NEFT,20420,Business,Dividend,2026-08-22,0
3321337730,76616,Business,2026-03-22,0,Internet Banking,5084,Business,Insurance Premium,2026-11-16,0
3321337730,76616,Business,2026-03-22,0,Internet Banking,612,Business,Electricity Bill,2026-12-01,0
3322080142,99947,Investment,2025-07-15,0,ATM,11571,Salaried,Shopping Mall,2026-04-08,1
3322080142,99947,Investment,2025-07-15,1,Branch,100045,Salaried,Cash Deposit,2026-05-29,0
3322080142,99947,Investment,2025-07-15,0,Internet Banking,1724,Salaried,Water Bill,2026-07-27,0
3322080142,99947,Investment,2025-07-15,1,Branch,183725,Salaried,Cash Deposit,2026-08-02,0
3322080142,99947,Investment,2025-07-15,1,NEFT,11011,Salaried,Dividend,2026-08-29,0
3322080142,99947,Investment,2025-07-15,0,Internet Banking,2481,Salaried,Broadband Bill,2026-10-16,1
3322080142,99947,Investment,2025-07-15,1,Branch,146446,Salaried,Cash Deposit,2026-11-09,1
3322080142,99947,Investment,2025-07-15,1,NEFT,455033,Salaried,Business Credit,2026-11-12,1
3322080142,99947,Investment,2025-07-15,0,Internet Banking,1657,Salaried,Restaurant,2026-11-23,1
3322080142,99947,Investment,2025-07-15,0,Internet Banking,3836,Salaried,Broadband Bill,2026-12-07,1
3322080142,99947,Investment,2025-07-15,0,UPI,1238,Salaried,Mobile Recharge,2026-12-16,0
3340865126,16266,Salary,2026-01-12,1,Branch,83162,Student,Cheque Deposit,2026-05-15,1
3340865126,16266,Salary,2026-01-12,0,IMPS,19882,Student,Hotel Booking,2026-05-22,1
3340865126,16266,Salary,2026-01-12,0,IMPS,19358,Student,Shopping Mall,2026-08-08,0
3340865126,16266,Salary,2026-01-12,1,Branch,365664,Student,Business Credit,2026-08-13,1
3340865126,16266,Salary,2026-01-12,0,Internet Banking,12961,Student,Mutual Fund SIP,2026-09-01,0
3340865126,16266,Salary,2026-01-12,1,Branch,24802,Student,Cash Deposit,2026-09-13,0
3340865126,16266,Salary,2026-01-12,0,NEFT,4388,Student,Restaurant,2026-09-26,0
3340865126,16266,Salary,2026-01-12,0,IMPS,8886,Student,POS Purchase,2026-10-06,1
3340865126,16266,Salary,2026-01-12,0,NEFT,85458,Student,Hotel Booking,2026-10-10,1
3354454820,64119,Investment,2025-09-17,1,Branch,140782,Student,Cash Deposit,2026-04-23,1
3354454820,64119,Investment,2025-09-17,1,Branch,143737,Student,Premature,2026-05-11,0
3354454820,64119,Investment,2025-09-17,0,ATM,39055,Student,Hotel Booking,2026-05-14,1
3354454820,64119,Investment,2025-09-17,1,NEFT,24690,Student,Tax Refund,2026-08-15,1
3354454820,64119,Investment,2025-09-17,0,UPI,3079,Student,UPI Payment,2026-08-29,1
3354454820,64119,Investment,2025-09-17,0,Internet Banking,17612,Student,Insurance Premium,2026-10-01,1
3354454820,64119,Investment,2025-09-17,1,Branch,182225,Student,Premature,2026-10-02,1
3354454820,64119,Investment,2025-09-17,0,Internet Banking,5115,Student,Electricity Bill,2026-10-14,0
3354454820,64119,Investment,2025-09-17,0,ATM,8499,Student,ATM Withdrawal,2026-11-12,1
3354454820,64119,Investment,2025-09-17,1,Internet Banking,52545,Student,Salary Credit,2026-11-17,1
3354454820,64119,Investment,2025-09-17,0,ATM,5636,Student,Travel Booking,2026-11-21,1
3372214709,52911,Cash,2025-11-06,1,Branch,135641,Retired,Cash Deposit,2026-04-29,0
3372214709,52911,Cash,2025-11-06,0,Internet Banking,43581,Retired,Rent Payment,2026-05-18,0
3372214709,52911,Cash,2025-11-06,1,Internet Banking,26335,Retired,GST Refund,2026-07-24,0
3372214709,52911,Cash,2025-11-06,0,RTGS,14317,Retired,POS Purchase,2026-08-11,0
3372214709,52911,Cash,2025-11-06,0,Internet Banking,15396,Retired,Insurance Premium,2026-09-20,0
3372214709,52911,Cash,2025-11-06,1,Branch,63360,Retired,Cheque Deposit,2026-10-08,0
3372214709,52911,Cash,2025-11-06,1,UPI,440532,Retired,Business Credit,2026-10-19,1
3372214709,52911,Cash,2025-11-06,0,UPI,22119,Retired,Medical,2026-11-14,0
3372214709,52911,Cash,2025-11-06,1,Branch,237639,Retired,Cash Deposit,2026-11-15,1
3372214709,52911,Cash,2025-11-06,0,RTGS,2958,Retired,Restaurant,2026-12-21,1
3372214709,52911,Cash,2025-11-06,0,Branch,19861,Retired,Shopping Mall,2026-12-29,0
3374287927,64934,Loan,2026-01-01,0,NEFT,5366,Farmer,Fuel,2026-04-09,0
3374287927,64934,Loan,2026-01-01,1,Branch,295021,Farmer,Cheque Deposit,2026-04-16,0
3374287927,64934,Loan,2026-01-01,1,RTGS,22835,Farmer,GST Refund,2026-05-08,0
3374287927,64934,Loan,2026-01-01,1,Branch,57729,Farmer,Cash Deposit,2026-05-21,1
3374287927,64934,Loan,2026-01-01,0,Internet Banking,22272,Farmer,Insurance Premium,2026-05-25,1
3374287927,64934,Loan,2026-01-01,0,Internet Banking,3838,Farmer,Water Bill,2026-06-22,1
3374287927,64934,Loan,2026-01-01,0,NEFT,18941,Farmer,Shopping Mall,2026-07-25,0
3374287927,64934,Loan,2026-01-01,0,ATM,7700,Farmer,ATM Withdrawal,2026-08-17,1
3374287927,64934,Loan,2026-01-01,0,UPI,16764,Farmer,Rent Payment,2026-08-18,0
3374287927,64934,Loan,2026-01-01,0,Branch,17426,Farmer,Travel Booking,2026-09-22,0
3374287927,64934,Loan,2026-01-01,0,Internet Banking,95386,Farmer,Mutual Fund SIP,2026-09-28,1
3374287927,64934,Loan,2026-01-01,0,RTGS,1495,Farmer,Mobile Recharge,2026-10-03,1
3374287927,64934,Loan,2026-01-01,1,Internet Banking,396289,Farmer,Premature,2026-10-12,1
3374287927,64934,Loan,2026-01-01,0,RTGS,45170,Farmer,Travel Booking,2026-11-01,1
3374287927,64934,Loan,2026-01-01,0,UPI,32600,Farmer,Travel Booking,2026-11-10,1
3374287927,64934,Loan,2026-01-01,1,RTGS,29935,Farmer,GST Refund,2026-11-15,0
3374287927,64934,Loan,2026-01-01,0,Internet Banking,56080,Farmer,Loan EMI,2026-11-26,1
3374287927,64934,Loan,2026-01-01,0,Internet Banking,1069,Farmer,Broadband Bill,2026-11-30,1
3374287927,64934,Loan,2026-01-01,0,ATM,1139,Farmer,ATM Withdrawal,2026-12-21,0
3392202034,33776,Cash,2026-05-25,1,RTGS,56914,Business,Tax Refund,2026-06-06,1
3392202034,33776,Cash,2026-05-25,1,ATM,137898,Business,Premature,2026-06-13,0
3392202034,33776,Cash,2026-05-25,1,RTGS,4047,Business,Interest Credit,2026-06-23,0
3392202034,33776,Cash,2026-05-25,0,ATM,7098,Business,POS Purchase,2026-07-15,1
3392202034,33776,Cash,2026-05-25,0,ATM,2736,Business,ATM Withdrawal,2026-07-16,1
3392202034,33776,Cash,2026-05-25,0,Branch,54868,Business,Rent Payment,2026-07-23,0
3392202034,33776,Cash,2026-05-25,0,Internet Banking,18573,Business,Shopping Mall,2026-08-15,0
3392202034,33776,Cash,2026-05-25,0,RTGS,4970,Business,Travel Booking,2026-09-01,1
3392202034,33776,Cash,2026-05-25,1,Branch,243498,Business,Business Credit,2026-09-04,1
3392202034,33776,Cash,2026-05-25,0,Internet Banking,2104,Business,Electricity Bill,2026-09-14,1
3392202034,33776,Cash,2026-05-25,1,RTGS,64702,Business,Tax Refund,2026-10-08,0
3392202034,33776,Cash,2026-05-25,0,ATM,1798,Business,Mobile Recharge,2026-10-12,0
3392202034,33776,Cash,2026-05-25,0,UPI,2839,Business,UPI Payment,2026-11-05,1
3392202034,33776,Cash,2026-05-25,0,UPI,3731,Business,UPI Payment,2026-11-23,1
3398447087,83698,Loan,2025-08-22,1,RTGS,88050,Retired,Salary Credit,2026-05-21,0
3398447087,83698,Loan,2025-08-22,0,Internet Banking,3512,Retired,Water Bill,2026-05-31,1
3398447087,83698,Loan,2025-08-22,0,ATM,14030,Retired,Shopping Mall,2026-06-28,1
3398447087,83698,Loan,2025-08-22,0,Internet Banking,43341,Retired,Mutual Fund SIP,2026-06-28,0
